20	 0.0211192
19.9967	 0.0211256
19.9933	 0.021147
19.99	 0.0211225
19.9867	 0.0211312
19.9833	 0.0211298
19.98	 0.0211068
19.9767	 0.0211492
19.9733	 0.0211594
19.97	 0.0211134
19.9667	 0.0211237
19.9633	 0.0210972
19.96	 0.0211189
19.9567	 0.0211593
19.9533	 0.0211127
19.95	 0.0211295
19.9467	 0.0211501
19.9433	 0.0211119
19.94	 0.0211656
19.9367	 0.0211527
19.9333	 0.0211166
19.93	 0.0211488
19.9267	 0.0211242
19.9233	 0.0211057
19.92	 0.021116
19.9167	 0.0211118
19.9133	 0.0211059
19.91	 0.0211168
19.9067	 0.0211584
19.9033	 0.0211418
19.9	 0.0211688
19.8967	 0.0211117
19.8933	 0.0210974
19.89	 0.021102
19.8867	 0.021158
19.8833	 0.0211079
19.88	 0.0211913
19.8767	 0.0211061
19.8733	 0.0211039
19.87	 0.0211405
19.8667	 0.0211214
19.8633	 0.0211268
19.86	 0.0211182
19.8567	 0.0211144
19.8533	 0.0212225
19.85	 0.0211065
19.8467	 0.0211137
19.8433	 0.0211195
19.84	 0.0211053
19.8367	 0.0211467
19.8333	 0.0211338
19.83	 0.0211173
19.8267	 0.0211366
19.8233	 0.0211396
19.82	 0.0210941
19.8167	 0.0211202
19.8133	 0.0211422
19.81	 0.0210996
19.8067	 0.0211406
19.8033	 0.0211051
19.8	 0.0211017
19.7967	 0.0211058
19.7933	 0.0211792
19.79	 0.0211172
19.7867	 0.021091
19.7833	 0.0212199
19.78	 0.021301
19.7767	 0.021369
19.7733	 0.0211074
19.77	 0.0211117
19.7667	 0.021158
19.7633	 0.0211144
19.76	 0.0211296
19.7567	 0.0211293
19.7533	 0.0211099
19.75	 0.0211212
19.7467	 0.0211069
19.7433	 0.0210971
19.74	 0.0211364
19.7367	 0.0211228
19.7333	 0.021112
19.73	 0.0211098
19.7267	 0.0211418
19.7233	 0.0211061
19.72	 0.0211092
19.7167	 0.0211418
19.7133	 0.0211013
19.71	 0.0211193
19.7067	 0.02111
19.7033	 0.0211162
19.7	 0.0211408
19.6967	 0.0211068
19.6933	 0.0211266
19.69	 0.0211087
19.6867	 0.0211011
19.6833	 0.0211648
19.68	 0.0212016
19.6767	 0.0211232
19.6733	 0.0211382
19.67	 0.0211603
19.6667	 0.0211656
19.6633	 0.0210987
19.66	 0.0212007
19.6567	 0.0211024
19.6533	 0.0212737
19.65	 0.021194
19.6467	 0.0211146
19.6433	 0.0211344
19.64	 0.0211545
19.6367	 0.0211091
19.6333	 0.0210956
19.63	 0.0211275
19.6267	 0.0211258
19.6233	 0.0211716
19.62	 0.0211127
19.6167	 0.0212042
19.6133	 0.0211189
19.61	 0.0211815
19.6067	 0.0212123
19.6033	 0.0212337
19.6	 0.0211605
19.5967	 0.0211653
19.5933	 0.0211088
19.59	 0.021102
19.5867	 0.0211596
19.5833	 0.0210975
19.58	 0.0211252
19.5767	 0.021131
19.5733	 0.0211134
19.57	 0.0211465
19.5667	 0.0211161
19.5633	 0.0211226
19.56	 0.0213232
19.5567	 0.0211347
19.5533	 0.021198
19.55	 0.0211342
19.5467	 0.0211105
19.5433	 0.0211266
19.54	 0.0211165
19.5367	 0.0211661
19.5333	 0.0211097
19.53	 0.0211261
19.5267	 0.0211181
19.5233	 0.0212636
19.52	 0.0211912
